Parameter	Posterior Mean	Posterior Variance	a_post	b_post
NODE_1533	6.42338e-07	3.97978e-13	1.03674	1.614e+06
NODE_1534	6.24433e-07	3.88365e-13	1.004	1.60785e+06
NODE_1536	1.22151e-06	7.56693e-13	1.97187	1.61428e+06
NODE_1537	1.22149e-06	7.56677e-13	1.97183	1.61428e+06
NODE_1538	1.82453e-06	1.13035e-12	2.94501	1.61412e+06
NODE_1539	1.83239e-06	1.13535e-12	2.95739	1.61395e+06
NODE_1540	2.4327e-06	1.50825e-12	3.92378	1.61293e+06
NODE_1541	1.82506e-06	1.13115e-12	2.94464	1.61345e+06
NODE_1542	2.42539e-06	1.50247e-12	3.91525	1.61428e+06
NODE_1544	9.85298e-06	6.12423e-12	15.852	1.60885e+06
NODE_1546	1.22162e-06	7.56757e-13	1.97203	1.61428e+06
NODE_1548	1.2216e-06	7.56745e-13	1.972	1.61428e+06
NODE_1549	1.23855e-06	7.69945e-13	1.99236	1.60862e+06
NODE_1552	2.42565e-06	1.50263e-12	3.91567	1.61428e+06
NODE_1554	1.82354e-06	1.12963e-12	2.94369	1.61428e+06
NODE_1556	3.64642e-06	2.26314e-12	5.87517	1.61122e+06
NODE_1557	2.00275e-06	1.24105e-12	3.23194	1.61375e+06
NODE_1558	1.2217e-06	7.56807e-13	1.97216	1.61428e+06
NODE_1559	3.62997e-06	2.24868e-12	5.85976	1.61427e+06
NODE_1561	9.07699e-06	5.6377e-12	14.6144	1.61005e+06
NODE_1562	2.81006e-06	1.74153e-12	4.53422	1.61356e+06
NODE_1565	6.20348e-07	3.84561e-13	1.0007	1.61313e+06
NODE_1566	1.22257e-06	7.57997e-13	1.97189	1.6129e+06
NODE_1567	6.20748e-07	3.84718e-13	1.00158	1.61351e+06
NODE_1568	7.54958e-07	4.68713e-13	1.21601	1.6107e+06
NODE_1569	1.22317e-06	7.58547e-13	1.97238	1.61252e+06
NODE_1570	1.2219e-06	7.56931e-13	1.97249	1.61428e+06
NODE_1571	6.21906e-07	3.85365e-13	1.00364	1.61381e+06
NODE_1573	3.02832e-06	1.87596e-12	4.88853	1.61427e+06
NODE_1574	6.42319e-07	3.98539e-13	1.03521	1.61168e+06
NODE_1575	1.22852e-06	7.63575e-13	1.97657	1.6089e+06
NODE_1577	5.63537e-06	3.49936e-12	9.0752	1.6104e+06
NODE_1578	1.54819e-06	9.5989e-13	2.49706	1.61289e+06
NODE_1580	4.8349e-06	2.99511e-12	7.80481	1.61426e+06
NODE_1582	1.92834e-06	1.19809e-12	3.1037	1.60952e+06
NODE_1584	6.20321e-07	3.84647e-13	1.00039	1.6127e+06
NODE_1585	3.01938e-06	1.87368e-12	4.86566	1.61147e+06
NODE_1586	1.82327e-06	1.12946e-12	2.94326	1.61428e+06
NODE_1587	5.50003e-06	3.4121e-12	8.8656	1.61192e+06
NODE_1588	4.83638e-06	2.99763e-12	7.80303	1.6134e+06
NODE_1589	4.23222e-06	2.62176e-12	6.83193	1.61427e+06
NODE_1590	1.27209e-06	7.88622e-13	2.05196	1.61306e+06
NODE_1591	6.07004e-06	3.76919e-12	9.77539	1.61043e+06
NODE_1593	6.20074e-07	3.84416e-13	1.0002	1.61303e+06
NODE_1595	6.20912e-07	3.85015e-13	1.00134	1.6127e+06
NODE_1596	1.73667e-06	1.07806e-12	2.79765	1.61093e+06
NODE_1598	3.63055e-06	2.24941e-12	5.85972	1.614e+06
NODE_1599	1.4794e-06	9.18314e-13	2.38329	1.61099e+06
NODE_1601	2.72882e-06	1.69051e-12	4.40488	1.61421e+06
NODE_1605	1.22664e-06	7.60336e-13	1.97891	1.61328e+06
NODE_1610	2.50397e-06	1.55783e-12	4.02476	1.60735e+06
NODE_1611	1.22159e-06	7.56742e-13	1.97199	1.61428e+06
NODE_1612	4.35276e-06	2.70835e-12	6.99559	1.60716e+06
NODE_1613	4.97772e-06	3.08644e-12	8.02793	1.61277e+06
NODE_1614	6.19743e-07	3.84061e-13	1.00005	1.61366e+06
NODE_1615	5.46693e-06	3.39213e-12	8.81078	1.61165e+06
NODE_1616	6.1992e-07	3.84292e-13	1.00002	1.61315e+06
NODE_1617	6.19953e-07	3.8427e-13	1.00019	1.61333e+06
NODE_1618	6.2233e-07	3.86059e-13	1.0032	1.61201e+06
NODE_1619	3.97313e-06	2.46156e-12	6.41291	1.61407e+06
NODE_1620	9.71527e-07	6.02338e-13	1.567	1.61293e+06
NODE_1621	3.77631e-06	2.34262e-12	6.08742	1.612e+06
NODE_1622	1.22427e-06	7.59119e-13	1.97445	1.61275e+06
NODE_1623	1.22138e-06	7.56608e-13	1.97165	1.61428e+06
NODE_1624	6.21926e-07	3.85673e-13	1.0029	1.61257e+06
NODE_1625	6.2909e-07	3.899e-13	1.01502	1.61347e+06
NODE_1626	3.53505e-06	2.19333e-12	5.69755	1.61173e+06
NODE_1628	1.22125e-06	7.56532e-13	1.97145	1.61428e+06
NODE_1629	8.44321e-06	5.23043e-12	13.6294	1.61425e+06
NODE_1631	1.22118e-06	7.56484e-13	1.97132	1.61428e+06
NODE_1633	6.41664e-06	3.97569e-12	10.3563	1.61397e+06
NODE_1634	1.64925e-06	1.02255e-12	2.66002	1.61287e+06
NODE_1635	6.20204e-07	3.84635e-13	1.00005	1.61245e+06
NODE_1636	2.42651e-06	1.50334e-12	3.91659	1.61408e+06
NODE_1637	1.46225e-06	9.06322e-13	2.35918	1.61339e+06
NODE_1638	6.21384e-07	3.85103e-13	1.00264	1.61355e+06
NODE_1639	7.1104e-07	4.41717e-13	1.14458	1.60972e+06
NODE_1640	6.19498e-07	3.83776e-13	1	1.61422e+06
NODE_1641	6.19958e-07	3.84337e-13	1.00003	1.61306e+06
NODE_1642	1.22371e-06	7.58632e-13	1.9739	1.61304e+06
NODE_1643	9.85549e-07	6.11389e-13	1.58869	1.61198e+06
NODE_1644	2.22276e-06	1.37927e-12	3.5821	1.61155e+06
NODE_1645	6.20617e-07	3.84661e-13	1.00131	1.61341e+06
NODE_1647	1.82354e-06	1.12963e-12	2.94369	1.61428e+06
NODE_1648	6.05707e-06	3.75528e-12	9.76975	1.61295e+06
NODE_1649	1.22749e-06	7.60488e-13	1.98129	1.61409e+06
NODE_1650	6.20418e-07	3.84346e-13	1.00149	1.61422e+06
NODE_1651	6.2044e-07	3.84906e-13	1.0001	1.61193e+06
NODE_1652	6.5607e-07	4.07056e-13	1.05742	1.61174e+06
NODE_1653	3.03167e-06	1.87917e-12	4.891	1.6133e+06
NODE_1654	4.81792e-06	2.99253e-12	7.75675	1.60998e+06
NODE_1655	6.20286e-07	3.84438e-13	1.00083	1.61349e+06
NODE_1656	6.19663e-07	3.83898e-13	1.00022	1.61413e+06
NODE_1657	6.30361e-07	3.90705e-13	1.01702	1.61339e+06
NODE_1658	1.93406e-06	1.19835e-12	3.12146	1.61394e+06
NODE_1659	1.20588e-05	7.47032e-12	19.4658	1.61423e+06
NODE_1660	1.82378e-06	1.12978e-12	2.94409	1.61428e+06
NODE_1663	6.46159e-07	4.00461e-13	1.0426	1.61354e+06
NODE_1664	1.22616e-06	7.60707e-13	1.97642	1.61187e+06
NODE_1666	1.14179e-05	7.07954e-12	18.4148	1.6128e+06
NODE_1667	1.82346e-06	1.12958e-12	2.94357	1.61428e+06
NODE_1669	6.6541e-06	4.123e-12	10.7391	1.6139e+06
NODE_1670	2.68926e-06	1.66797e-12	4.33587	1.61229e+06
NODE_1672	2.42531e-06	1.50242e-12	3.91512	1.61428e+06
NODE_1675	1.22155e-06	7.56716e-13	1.97193	1.61428e+06
NODE_1681	2.42596e-06	1.50281e-12	3.91616	1.61428e+06
NODE_1683	1.82394e-06	1.12988e-12	2.94435	1.61428e+06
NODE_1685	4.23123e-06	2.62115e-12	6.83034	1.61427e+06
NODE_1687	2.42616e-06	1.50294e-12	3.91649	1.61428e+06
NODE_1688	3.50828e-06	2.17333e-12	5.66321	1.61424e+06
NODE_1689	6.25356e-07	3.87486e-13	1.00925	1.61388e+06
NODE_1692	6.64032e-06	4.11354e-12	10.7192	1.61426e+06
NODE_1693	6.63932e-06	4.11293e-12	10.7176	1.61426e+06
NODE_1699	1.22291e-06	7.58339e-13	1.97207	1.61261e+06
NODE_1700	1.22138e-06	7.56609e-13	1.97165	1.61428e+06
NODE_1703	1.2217e-06	7.56808e-13	1.97217	1.61428e+06
NODE_1708	2.67285e-06	1.658e-12	4.30888	1.61209e+06
NODE_1709	2.42763e-06	1.5053e-12	3.91508	1.61272e+06
NODE_1711	2.42531e-06	1.50242e-12	3.91512	1.61428e+06
NODE_1713	1.82322e-06	1.12943e-12	2.94318	1.61428e+06
NODE_1714	1.22141e-06	7.56625e-13	1.97169	1.61428e+06
NODE_1728	6.19689e-07	3.83993e-13	1.00006	1.6138e+06
NODE_1732	1.82394e-06	1.12988e-12	2.94435	1.61428e+06
NODE_1734	1.22166e-06	7.56785e-13	1.97211	1.61428e+06
NODE_1736	1.23445e-06	7.65496e-13	1.99068	1.61261e+06
NODE_1737	3.04609e-06	1.88764e-12	4.91547	1.6137e+06
NODE_1738	1.82324e-06	1.12945e-12	2.94321	1.61428e+06
NODE_1739	4.23187e-06	2.62154e-12	6.83136	1.61427e+06
NODE_1744	4.23137e-06	2.62124e-12	6.83057	1.61427e+06
NODE_1745	2.4325e-06	1.50695e-12	3.92653	1.61419e+06
NODE_1746	1.22177e-06	7.56854e-13	1.97229	1.61428e+06
NODE_1747	2.42565e-06	1.50263e-12	3.91567	1.61428e+06
NODE_1751	3.02771e-06	1.87559e-12	4.88754	1.61427e+06
NODE_1758	6.03823e-06	3.74056e-12	9.74727	1.61426e+06
NODE_1759	6.21909e-07	3.85561e-13	1.00314	1.61299e+06
NODE_1763	1.22165e-06	7.56775e-13	1.97208	1.61428e+06
NODE_1764	3.02759e-06	1.87551e-12	4.88736	1.61427e+06
NODE_1765	6.03785e-06	3.74032e-12	9.74665	1.61426e+06
NODE_1766	3.0271e-06	1.87521e-12	4.88657	1.61427e+06
NODE_1767	2.42597e-06	1.50282e-12	3.91618	1.61428e+06
NODE_1768	1.22172e-06	7.5682e-13	1.9722	1.61428e+06
NODE_1770	4.00892e-06	2.48384e-12	6.4704	1.614e+06
NODE_1772	2.16922e-06	1.34789e-12	3.49102	1.60934e+06
NODE_1774	1.22117e-06	7.5648e-13	1.97131	1.61428e+06
NODE_1775	7.40356e-07	4.58987e-13	1.19421	1.61302e+06
NODE_1779	1.87646e-06	1.16322e-12	3.02703	1.61316e+06
NODE_1785	1.22179e-06	7.56862e-13	1.97231	1.61428e+06
NODE_1789	1.22103e-06	7.56395e-13	1.97109	1.61428e+06
NODE_1791	1.22145e-06	7.56656e-13	1.97177	1.61428e+06
NODE_1794	1.82356e-06	1.12965e-12	2.94374	1.61428e+06
NODE_1800	3.0271e-06	1.87521e-12	4.88657	1.61427e+06
NODE_1801	1.22158e-06	7.56732e-13	1.97197	1.61428e+06
NODE_1806	1.82356e-06	1.12965e-12	2.94374	1.61428e+06
NODE_1816	1.22123e-06	7.56518e-13	1.97141	1.61428e+06
NODE_1821	6.21749e-07	3.85626e-13	1.00245	1.61231e+06
NODE_1822	2.5912e-06	1.60653e-12	4.17938	1.61292e+06
NODE_1823	9.47195e-07	5.87489e-13	1.52714	1.61228e+06
NODE_1824	1.92496e-06	1.19284e-12	3.10642	1.61376e+06
NODE_1825	3.0274e-06	1.8754e-12	4.88705	1.61427e+06
NODE_1826	2.43274e-06	1.51406e-12	3.90884	1.60677e+06
NODE_1827	3.34864e-05	2.11819e-11	52.9385	1.5809e+06
NODE_1828	2.09244e-05	1.31842e-11	33.2087	1.58708e+06
